3114 4
9167 10
1672 4
5607 9
3567 9
6261 5
7460 6
813 10
1746 5
781 4
1480 1
9597 7
1109 9
2685 2
10475 2
10085 8
3444 3
2494 10
11123 4
8502 2
10013 4
8844 2
7584 2
2012 1
3859 1
8654 1
10471 1
2145 7
4093 1
4430 2
3672 5
7718 3
799 9
792 5
10826 0
610 4
10274 1
4364 2
9456 4
8633 0
10852 10
4953 4
6019 5
9886 4
8618 2
3394 3
10623 4
10031 1
1733 2
1926 2
8205 2
736 4
11111 4
5019 1
7087 3
6654 5
5569 8
5803 8
11024 9
10161 2
3399 3
1903 0
10432 4
6396 3
11126 1
679 7
5271 9
454 7
7649 7
6150 5
4034 4
2378 2
8719 9
4878 2
7658 5
10965 1
9122 5
10505 7
929 3
4247 0
9463 4
10468 3
8745 1
3297 7
2418 3
11152 1
1986 4
2290 4
2358 1
8979 1
7423 2
6025 5
7258 9
8995 3
1328 6
3579 1
2110 1
3430 0
4805 2
8960 0
7995 2
2293 3
7233 7
4008 5
9505 4
4508 5
3960 3
11675 3
9259 4
6775 5
6254 5
10230 4
4193 1
8291 5
3268 2
5985 5
1074 1
7218 3
7549 4
787 1
4824 5
10948 2
7229 7
1686 7
4325 1
10986 4
4519 9
5627 2
7629 7
8856 10
9269 1
4365 8
11577 7
2003 1
9851 4
5910 3
408 7
7279 1
1877 3
1451 9
6098 5
8840 2
6865 3
2487 10
8703 3
11154 4
10742 2
4889 5
9789 4
3545 5
2819 2
3359 3
10521 1
10494 1
6705 9
10640 5
2810 5
629 2
8340 2
6024 2
3167 5
3881 7
3062 4
2212 3
10863 2
3339 3
8777 7
2859 1
8906 9
9341 10
936 2
2785 5
2102 4
10165 2
2674 2
8320 6
3640 5
10792 8
5356 4
4575 0
512 8
565 5
176 7
4940 2
6698 8
4513 1
5544 3
7838 2
6534 9
2180 3
10255 1
11690 2
8909 2
2666 4
11513 6
1592 2
8498 7
4283 9
2473 5
4281 9
11417 1
6843 9
7975 2
3455 8
6644 2
7109 6
3926 5
3157 2
10931 2
8103 1
7655 10
199 2
11531 6
7797 1
2269 7
9029 4
1961 2
8582 2
4847 1
924 1
8681 1
3896 2
6323 1
3055 6
75 1
6767 4
10940 5
8008 5
11679 10
1252 2
9281 3
8769 5
7164 5
451 3
4218 5
3687 2
2540 2
5730 2
8910 2
8415 10
4821 5
7519 5
5537 3
475 4
1546 7
6745 1
6978 5
5 10
5340 4
8684 5
8836 2
4882 3
1392 4
1261 2
9059 1
10403 2
10933 10
1417 4
9576 2
7973 4
6783 1
7274 0
5455 7
5427 5
8456 3
3667 2
6480 4
8697 2
11156 5
11259 2
6549 1
855 7
10171 2
3885 10
10379 1
4431 1
9742 5
5645 7
8031 4
4760 2
4346 2
6532 1
1572 4
714 7
7997 2
10877 6
5184 5
78 10
1811 7
641 7
10900 3
3093 2
10251 4
1713 7
1106 7
6232 2
7312 3
7237 9
8470 4
10056 9
599 8
995 7
5357 5
8748 5
6522 0
10791 2
10787 3
6266 5
384 1
7225 9
9828 1
8068 2
5489 7
6918 9
5456 2
8901 3
2328 3
10371 5
10237 6
658 7
5621 3
499 9
2710 3
8605 9
996 5
1570 5
969 10
8245 3
6780 4
902 7
10799 2
7248 1
706 2
9697 3
10999 2
4590 2
7487 5
10760 10
11167 7
4958 3
308 4
4555 5
6115 3
3585 2
9394 3
3448 3
2796 5
1484 4
554 8
11145 4
6158 3
10210 9
5472 2
10902 5
4058 5
1604 8
11010 5
7060 1
1184 7
5406 2
7136 2
4653 4
9545 2
5363 9
5230 7
5017 6
10896 5
3169 5
1893 2
1269 9
5479 2
6907 6
8685 7
9945 2
2870 3
4191 0
11140 1
10926 10
2104 1
3767 10
8385 2
3752 3
5462 3
8357 2
9354 1
2711 4
7705 10
5113 10
10360 9
2024 4
8319 2
11551 2
1529 7
696 7
8627 9
9543 5
10545 3
2461 7
5214 2
2613 4
1715 5
5877 2
2483 6
3975 0
580 8
3289 5
6622 5
5253 5
2025 3
6620 5
3501 4
3971 7
1214 7
4547 1
9090 5
951 5
10208 4
9362 9
8720 3
10088 2
662 2
1104 7
4149 0
6880 3
11063 7
9072 5
10876 10
6495 1
5859 1
10855 1
6933 1
11017 1
725 7
880 5
5846 4
3961 1
587 4
11559 10
2813 7
4820 6
8323 7
4335 5
3595 10
7117 2
1070 7
2033 7
7656 7
1089 0
8958 3
6742 5
7572 3
2625 1
10841 1
11586 5
5084 1
8651 5
557 5
7670 2
7028 6
8531 10
160 5
9725 5
10080 8
2684 5
4385 2
5438 2
9608 7
3003 7
790 0
9121 2
9704 7
9632 2
3599 10
8075 2
8 2
6752 4
6678 5
11175 5
2660 3
4026 7
1128 1
5615 2
6176 2
11199 1
3671 4
9569 5
9751 2
2707 4
11553 8
8369 5
2987 8
2980 1
2547 0
10726 4
5435 6
10777 10
6177 5
2039 4
10120 0
8377 2
10750 10
1523 1
1623 3
7605 3
1145 10
1589 2
1287 5
2537 1
5874 9
403 9
10873 10
1989 4
878 10
8486 2
9680 4
888 0
6687 0
11377 3
918 8
6424 1
508 2
2703 1
6707 0
4485 9
3014 2
2678 5
2573 5
3323 5
3796 9
4893 2
2372 6
10194 2
5129 5
7606 2
3429 9
6675 2
10351 4
3769 4
11124 3
10967 2
4491 6
187 10
10179 5
10146 1
7128 7
9965 3
10793 5
6059 1
10648 3
11096 3
