3114 5
9167 2
1672 5
5607 1
3567 3
6261 8
7460 2
813 4
1746 8
781 5
1480 6
9597 4
1109 4
2685 3
10475 3
10085 8
3444 10
2494 4
11123 5
8502 3
10013 9
8844 3
7584 8
2012 4
3859 6
8654 6
10471 6
2145 4
4093 6
4430 10
3672 8
7718 10
799 5
792 8
10826 0
610 2
10274 6
4364 3
9456 5
8633 0
10852 8
4953 9
6019 5
9886 7
8618 0
3394 10
10623 2
10031 6
1733 10
1926 8
8205 3
736 9
11111 7
5019 6
7087 10
6654 8
5569 1
5803 1
11024 8
10161 8
3399 10
1903 0
10432 5
6396 10
11126 6
679 1
5271 3
454 1
7649 4
6150 8
4034 5
2378 3
8719 1
4878 8
7658 8
10965 4
9122 8
10505 10
929 10
4247 0
9463 9
10468 4
8745 4
3297 4
2418 10
11152 9
1986 7
2290 7
2358 6
8979 6
7423 8
6025 7
7258 1
8995 10
1328 8
3579 6
2110 6
3430 0
4805 8
8960 0
7995 3
2293 10
7233 4
4008 7
9505 7
4508 8
3960 10
11675 10
9259 2
6775 7
6254 2
10230 2
4193 6
8291 5
3268 10
5985 7
1074 6
7218 10
7549 2
787 6
4824 8
10948 3
7229 4
1686 4
4325 6
10986 7
4519 8
5627 8
7629 2
8856 8
9269 6
4365 1
11577 10
2003 6
9851 5
5910 10
408 4
7279 9
1877 10
1451 8
6098 8
8840 8
6865 10
2487 10
8703 10
11154 7
10742 3
4889 7
9789 5
3545 8
2819 5
3359 10
10521 6
10494 6
6705 4
10640 5
2810 8
629 2
8340 3
6024 8
3167 7
3881 10
3062 5
2212 10
10863 3
3339 9
8777 4
2859 6
8906 10
9341 2
936 8
2785 2
2102 7
10165 3
2674 8
8320 3
3640 8
10792 1
5356 2
4575 0
512 1
565 5
176 4
4940 8
6698 8
4513 6
5544 10
7838 8
6534 2
2180 10
10255 6
11690 8
8909 8
2666 5
11513 10
1592 3
8498 2
4283 4
2473 8
4281 4
11417 6
6843 10
7975 3
3455 1
6644 3
7109 8
3926 8
3157 8
10931 3
8103 6
7655 2
199 3
11531 3
7797 6
2269 1
9029 7
1961 3
8582 8
4847 6
924 6
8681 6
3896 8
6323 6
3055 10
75 6
6767 9
10940 2
8008 8
11679 3
1252 10
9281 10
8769 6
7164 8
451 10
4218 7
3687 8
2540 10
5730 8
8910 3
8415 2
4821 8
7519 8
5537 10
475 2
1546 4
6745 6
6978 8
5 4
5340 2
8684 7
8836 8
4882 10
1392 9
1261 8
9059 6
10403 10
10933 4
1417 7
9576 8
7973 5
6783 6
7274 0
5455 4
5427 2
8456 10
3667 3
6480 9
8697 8
11156 8
11259 3
6549 6
855 4
10171 3
3885 2
10379 6
4431 4
9742 2
5645 4
8031 5
4760 8
4346 3
6532 6
1572 9
714 4
7997 8
10877 8
5184 5
78 2
1811 10
641 10
10900 10
3093 3
10251 2
1713 4
1106 4
6232 3
7312 10
7237 1
8470 7
10056 8
599 1
995 10
5357 5
8748 8
6522 0
10791 3
10787 10
6266 8
384 4
7225 10
9828 6
8068 2
5489 4
6918 1
5456 2
8901 10
2328 10
10371 8
10237 3
658 4
5621 2
499 5
2710 9
8605 5
996 8
1570 7
969 2
8245 10
6780 9
902 4
10799 8
7248 4
706 8
9697 3
10999 8
4590 8
7487 8
10760 8
11167 4
4958 10
308 5
4555 7
6115 10
3585 8
9394 10
3448 10
2796 7
1484 7
554 1
11145 5
6158 10
10210 1
5472 8
10902 8
4058 7
1604 1
11010 7
7060 6
1184 4
5406 3
7136 8
4653 7
9545 8
5363 8
5230 10
5017 10
10896 8
3169 8
1893 3
1269 8
5479 3
6907 8
8685 4
9945 8
2870 10
4191 0
11140 6
10926 8
2104 6
3767 3
8385 3
3752 10
5462 10
8357 8
9354 4
2711 9
7705 8
5113 2
10360 5
2024 5
8319 8
11551 3
1529 9
696 9
8627 4
9543 7
10545 9
2461 4
5214 3
2613 9
1715 2
5877 8
2483 8
3975 0
580 3
3289 7
6622 5
5253 8
2025 10
6620 8
3501 2
3971 9
1214 4
4547 6
9090 6
951 8
10208 9
9362 8
8720 10
10088 3
662 3
1104 4
4149 0
6880 10
11063 4
9072 8
10876 3
6495 6
5859 6
10855 6
6933 6
11017 6
725 4
880 8
5846 7
3961 6
587 2
11559 3
2813 4
4820 8
8323 4
4335 5
3595 8
7117 3
1070 4
2033 10
7656 5
1089 0
8958 10
6742 7
7572 10
2625 6
10841 6
11586 2
5084 6
8651 7
557 5
7670 3
7028 3
8531 2
160 5
9725 8
10080 1
2684 8
4385 8
5438 8
9608 4
3003 4
790 0
9121 8
9704 4
9632 3
3599 3
8075 3
8 8
6752 7
6678 8
11175 7
2660 10
4026 4
1128 6
5615 3
6176 8
11199 4
3671 5
9569 8
9751 8
2707 5
11553 1
8369 8
2987 1
2980 6
2547 0
10726 9
5435 10
10777 2
6177 8
2039 7
10120 0
8377 3
10750 1
1523 9
1623 10
7605 10
1145 2
1589 8
1287 7
2537 6
5874 5
403 2
10873 3
1989 5
878 2
8486 8
9680 10
888 0
6687 0
11377 10
918 1
6424 6
508 8
2703 9
6707 0
4485 2
3014 3
2678 5
2573 6
3323 8
3796 1
4893 8
2372 8
10194 3
5129 8
7606 3
3429 2
6675 3
10351 5
3769 7
11124 9
10967 3
4491 3
187 2
10179 7
10146 4
7128 4
9965 10
10793 8
6059 9
10648 10
11096 10
3698 6
4526 7
4361 0
9862 9
10158 8
7623 4
4663 8
7667 4
2213 7
5037 7
4221 9
6920 5
1066 6
1560 6
5802 3
11408 2
11552 1
7235 1
4109 7
555 10
6051 10
3104 8
1862 8
11244 7
7962 5
5891 8
10723 7
10714 7
3697 7
6763 6
3950 5
5857 8
2593 10
3452 10
8794 8
11612 6
6951 8
6602 10
5907 3
4810 4
2792 7
9472 6
4960 10
7557 8
4282 6
6215 3
5461 10
7532 2
6894 2
9237 10
2550 2
6835 8
3336 7
4181 1
7072 3
2541 7
515 8
9302 1
10707 7
1970 9
2221 7
1843 10
2298 8
195 8
7349 8
31 8
2143 8
4726 3
7250 1
6514 3
5085 9
5182 8
4126 8
810 3
10409 0
10893 3
2534 6
4090 7
4963 9
8598 3
6634 7
6324 4
10018 9
1732 6
4322 6
10851 4
3668 5
7788 8
266 6
6056 3
10418 6
1580 10
3315 2
5125 6
146 5
11588 8
482 6
6063 10
9774 9
6765 5
281 5
8774 4
5415 8
6487 7
1685 6
1855 8
6972 1
5101 10
6541 8
1155 3
2858 8
3021 4
10341 1
11677 8
6791 2
1701 10
174 4
5200 4
7422 8
3482 2
3925 8
10222 0
5579 10
6886 6
4828 5
945 10
272 7
8872 6
7937 0
6331 6
10820 5
9624 3
11078 6
591 4
10637 3
7039 4
9169 1
2171 4
9963 8
5186 7
8988 5
11270 4
10289 4
4678 6
687 6
10627 5
1212 8
2308 4
8499 4
2538 9
6433 7
7187 6
5285 5
8348 1
1224 10
11097 3
11315 4
3226 3
886 8
10578 3
10295 5
144 4
53 2
4747 9
4830 7
6588 6
1540 9
9814 7
3128 4
2801 6
6335 10
11095 3
9068 6
7196 6
908 8
4437 2
10765 8
8459 4
10677 2
8219 2
9891 5
4900 8
8537 10
417 8
10686 8
10201 10
10401 8
9042 8
10858 2
1110 3
3423 10
11554 8
1807 7
489 2
9534 8
1559 2
5392 7
11113 5
10584 8
6845 8
1886 10
7847 10
1810 4
1246 5
1683 3
9252 2
2788 5
3908 7
3206 8
3569 8
11604 4
1896 3
10191 3
8747 4
4897 6
2839 8
5434 4
319 1
4285 1
2065 6
5495 6
4047 9
3528 7
3378 1
9993 8
2489 10
4169 5
2022 7
8634 5
5246 6
3853 4
10030 8
1952 10
3156 8
8113 7
4923 8
5202 3
1977 6
8940 8
5639 2
5231 6
4992 9
2444 10
11330 1
1043 3
10301 10
7570 2
10077 0
7029 5
6811 7
2073 8
3559 8
3982 2
10973 0
2448 4
11517 3
3911 6
3038 7
808 0
3299 4
4911 0
2841 10
10311 1
6982 5
10703 1
6016 5
3212 0
6381 10
3424 7
6002 6
2657 10
3623 8
10569 8
5712 10
2503 6
2498 8
4943 0
3288 4
1334 8
7357 8
104 6
7550 2
2197 8
11375 8
9141 0
6339 3
6423 9
9867 5
1310 4
4410 8
371 1
9181 8
4852 10
6989 8
9822 9
1644 4
9699 3
2148 3
7144 6
3090 1
3108 4
3037 5
10317 10
8177 4
7342 9
9217 2
5029 7
7999 8
3932 10
9037 5
4458 7
5133 8
5760 10
1372 7
11641 1
9386 8
6477 9
7094 10
8520 1
9845 6
8169 5
10310 10
4262 10
3067 5
1721 0
6297 4
11195 10
724 9
2637 9
2031 4
4978 9
177 10
8176 8
9913 7
10913 10
6703 8
6313 6
6404 10
6793 4
6291 7
1331 6
8261 5
7642 4
8760 4
7015 8
11210 7
10417 10
5409 4
9119 6
525 1
1079 3
10174 8
1823 10
6664 5
1467 6
11342 6
8474 0
6237 10
2721 5
2809 8
9547 3
3544 3
5746 9
11250 9
4010 10
2139 0
4584 0
3775 4
8042 8
3586 8
7563 1
611 10
4617 2
9329 8
1717 7
5177 4
492 8
7992 8
9201 5
5582 6
7047 9
1435 7
11490 3
5026 8
2495 10
8536 9
10272 5
4628 6
9614 3
4245 0
228 10
2214 5
4801 3
399 10
10935 3
7759 8
3145 4
9477 2
6848 10
1736 8
6844 5
743 7
11637 6
2354 4
11563 4
820 10
9174 5
4621 4
8817 8
10476 10
56 4
7946 5
289 2
10347 3
6181 7
6992 10
437 1
4316 6
3570 8
209 6
5336 4
7346 6
7931 5
4 4
7071 3
2623 6
10879 8
2529 6
9510 1
10498 6
3915 2
4816 3
9165 4
11056 6
7140 6
906 4
11571 7
5420 2
827 8
5534 1
6030 7
5805 8
245 8
3997 9
3543 8
7971 5
400 5
8991 1
4748 5
2457 8
999 9
2505 2
998 7
4867 5
9358 3
688 3
10503 7
3725 6
8002 6
3931 1
1185 7
4136 10
1969 9
8666 0
9779 5
2390 8
9317 8
616 2
5829 5
4892 9
8562 2
703 10
1596 4
10535 8
3365 4
5376 2
4055 9
5083 6
10915 6
5266 3
4896 6
4986 6
11245 9
5998 5
1908 6
653 5
2211 7
6884 2
2243 8
8216 8
9352 2
7702 10
3621 3
5282 10
6539 10
4376 4
7941 10
5942 4
691 6
5841 0
7764 1
7810 3
10527 8
5048 8
9149 5
9524 5
9629 2
2048 10
1419 7
8140 3
4106 2
5983 5
3711 3
3266 4
9264 2
6856 3
2649 10
9961 1
6201 6
944 3
296 4
3419 1
7308 10
2416 0
2374 8
5030 6
432 10
5959 8
980 6
10198 2
2724 8
7437 4
7420 8
10939 0
8525 8
1661 5
2814 6
305 6
5794 1
5947 10
7148 8
8058 8
3601 6
9113 5
8106 7
8402 6
4977 7
9271 2
8834 2
10223 4
9140 0
1012 0
4039 7
10173 4
1684 3
10665 8
8504 4
645 4
8761 4
6625 9
794 4
4232 1
4062 4
2377 3
8977 6
8896 8
3303 8
1415 5
1405 7
4044 9
1134 8
11601 8
4657 1
2347 2
4011 10
7394 0
5654 6
10370 3
3048 8
3078 5
8283 8
4972 3
9050 0
8277 1
94 6
5551 5
8917 0
4512 5
4853 3
10751 10
6021 8
4185 1
8538 10
5167 10
216 4
5574 10
8631 10
8209 2
6890 8
10859 3
6712 2
6306 3
7292 8
1588 10
1953 8
2601 8
5788 7
8620 10
9373 8
5972 5
11051 0
7201 8
8870 5
4105 7
11235 6
9083 10
5294 3
6412 10
11194 1
10908 3
762 0
5327 6
1111 4
6414 8
4796 10
6815 6
4214 10
7968 3
11190 6
6736 6
10735 7
7955 3
10748 7
8493 4
7200 6
5105 6
1833 2
5754 4
7724 10
